hash,name,cty,age,rank_1,rank_2,rank_3,rank_4,score_1,score_2,score_3,score_4,trans_1,trans_2,trans_3,trans_4,zscore_1,zscore_2,zscore_3,zscore_4,small_num_adjust,compscore,avg-z_mul-sna_plus-cs
868864741b9d26772286a9c71f862e7d,GINO VAN NUFFEL,BE,50,249.0,78.0,397.0,726.0,156 reps,261 reps,120 reps,20 reps,156.0,-1356.3218390804598,-1155.4950000000001,20.0,0.8559686599098846,1.3739364240177803,0.11733196249590588,-0.15711157570612852,1.0,0.9200242809379748,1.4675556486173353
410804f0fd99de27a5d509a1f0e32a7b,ALLAN SAFFY,ZA,54,121.0,370.0,661.0,301.0,165 reps,229 reps,110 reps,24 reps,165.0,-1545.8515283842794,-1260.54,24.0,1.3374265667846583,0.6205620680295689,0.10355740229741842,0.5046940342888652,1.0,0.9200242809379748,1.5615842987881026
9e084fe7b42ec0e32d393bc29098a520,MANNY FREYTES,US,50,718.0,344.0,190.0,206.0,136 reps,231 reps,130 reps,28 reps,136.0,-1532.4675324675325,-1066.6107692307692,28.0,-0.21393779981183492,0.6737630168696452,0.12898735958693378,1.1664996442838589,1.0,0.9200242809379748,1.3588523361701257
540202d3dfe7b0382250359fbc83fea1,TORREY HOFFMAN,US,52,453.0,207.0,201.0,599.0,146 reps,247 reps,130 reps,20 reps,146.0,-1433.1983805668017,-1066.6107692307692,20.0,0.32101543004902483,1.0683546698049502,0.12898735958693378,-0.15711157570612852,1.0,0.9200242809379748,1.2603357518716698
172bfd6e8766d77e6398348ec104bc5f,ITALO TRENTONZI,IT,53,303.0,409.0,604.0,145.0,153 reps,225 reps,113 reps,30 reps,153.0,-1573.3333333333333,-1227.0743362831859,30.0,0.6954826909516266,0.5113227864112783,0.10794575775888345,1.4974024492813556,1.0,0.9200242809379748,1.623062702038761
42672344fc12a3c759d86ed6311001b2,BRANDEN MORTENSEN,US,50,582.0,144.0,204.0,536.0,141 reps,254 reps,130 reps,20 reps,141.0,-1393.7007874015746,-1066.6107692307692,20.0,0.05353881511859494,1.225356319115086,0.12898735958693378,-0.15711157570612852,1.0,0.9200242809379748,1.2327170104665963
712ecd075b41f4c875bc1fa571bcb743,JASON ALMOND,US,51,453.0,542.0,212.0,265.0,146 reps,215 reps,130 reps,25 reps,146.0,-1646.5116279069766,-1066.6107692307692,25.0,0.32101543004902483,0.22044144349745787,0.12898735958693378,0.6701454367876135,1.0,0.9200242809379748,1.2551716984182324
96b36c7afca83ccf34299df3076feff9,KEN THOMAS,US,52,640.0,560.0,205.0,70.0,139 reps,214 reps,130 reps,32 reps,139.0,-1654.2056074766356,-1066.6107692307692,32.0,-0.053451830853577,0.18985812473315358,0.12898735958693378,1.8283052542788525,1.0,0.9200242809379748,1.4434490078743156
818831bd70ff764e28c84214db2785fe,GREG TAYLOR,US,53,480.0,274.0,453.0,277.0,145 reps,237 reps,119 reps,25 reps,145.0,-1493.6708860759493,-1165.2050420168068,25.0,0.26752010706293883,0.8279784255326526,0.11605868382209612,0.6701454367876135,1.0,0.9200242809379748,1.3904499442393
92a780af1007aa834375588bfbb04611,MIKEL ARMENDARIZ,ES,51,375.0,370.0,76.0,666.0,149 reps,229 reps,134 reps,20 reps,149.0,-1545.8515283842794,-1034.7716417910449,20.0,0.4815013990072827,0.6205620680295689,0.13316242720163032,-0.15711157570612852,1.0,0.9200242809379748,1.1895528605710632
8eb052b9b4c07c435c5d708c3b21d396,DOUGLAS O'NEIL,US,51,158.0,281.0,565.0,484.0,162 reps,236 reps,116 reps,21 reps,162.0,-1500.0,-1195.3396551724138,21.0,1.1769405978264003,0.8028204033566956,0.11210712931716926,0.008339826792619895,1.0,0.9200242809379748,1.4450762702611961
c601d2fc2c700e8a4468f389ad52bd17,NEIL MCMURCHY,GB,52,82.0,128.0,914.0,371.0,169 reps,255 reps,97 reps,23 reps,169.0,-1388.2352941176473,-1429.478350515464,23.0,1.551407858729002,1.2470814773109407,0.08140450135964472,0.3392426317901167,1.0,0.9200242809379748,1.7248083982354008
3e4d9de6a9715a59900fb44f21c61dd4,ANDREI MONAKHOV,RU,52,102.0,790.0,413.0,190.0,167 reps,200 reps,120 reps,28 reps,167.0,-1770.0,-1155.4950000000001,28.0,1.4444172127568302,-0.27042082266961476,0.11733196249590588,1.1664996442838589,1.0,0.9200242809379748,1.5344812801547199
a64149360dbe6fa07b4e2306f8640a88,JAY ROGUE CIMOLAI,US,51,5.0,865.0,131.0,507.0,189 reps,197 reps,130 reps,20 reps,189.0,-1796.9543147208121,-1066.6107692307692,20.0,2.6213143184507217,-0.37756334777207196,0.12898735958693378,-0.15711157570612852,1.0,0.9200242809379748,1.4739309695778386
332f36f51fabd6ea694c2b71a3943cd7,GARRETH HODGSON,GB,52,266.0,107.0,386.0,752.0,155 reps,257 reps,121 reps,20 reps,155.0,-1377.431906614786,-1145.9454545454544,20.0,0.8024733369237985,1.290024591565786,0.11858419524122298,-0.15711157570612852,1.0,0.9200242809379748,1.4335169179441447
b98db2a416605f479ae0b6ce32833b77,DAVE REMPEL,CA,53,249.0,532.0,436.0,295.0,156 reps,216 reps,119 reps,24 reps,156.0,-1638.888888888889,-1165.2050420168068,24.0,0.8559686599098846,0.2507415833843136,0.11605868382209612,0.5046940342888652,1.0,0.9200242809379748,1.3518900212892646
b55bfb378b7b2193d77b23b4608adfc6,THOMAS SIMONSON,US,51,375.0,251.0,446.0,449.0,149 reps,240 reps,119 reps,21 reps,149.0,-1475.0,-1165.2050420168068,21.0,0.4815013990072827,0.9021945909517243,0.11605868382209612,0.008339826792619895,1.0,0.9200242809379748,1.2970479060814055
0c25bd9b93087737b580782872a8b713,JASON ADKINS,US,53,29.0,790.0,695.0,18.0,177 reps,200 reps,108 reps,35 reps,177.0,-1770.0,-1283.8833333333332,35.0,1.97937044261769,-0.27042082266961476,0.10049638891997677,2.3246594617750977,1.0,0.9200242809379748,1.9535506485987622
d06fe5ed8af4f3e0b0e6721c2293bf15,GREG JOHNSTON,US,52,689.0,153.0,687.0,6.0,137 reps,253 reps,109 reps,38 reps,137.0,-1399.2094861660078,-1272.1045871559634,38.0,-0.16044247682574894,1.203459420538235,0.10204093695446566,2.821013669271343,1.0,0.9200242809379748,1.9115421684225486
642d4a00ff65253ec2ccd6e94469eafa,TRENT LANE,CA,52,266.0,409.0,544.0,316.0,155 reps,225 reps,116 reps,24 reps,155.0,-1573.3333333333333,-1195.3396551724138,24.0,0.8024733369237985,0.5113227864112783,0.11210712931716926,0.5046940342888652,1.0,0.9200242809379748,1.4026736026732527
b17ef603036cc0785eccef0576726b89,MARCELINO RODRIGUES,PT,52,539.0,144.0,145.0,710.0,143 reps,254 reps,130 reps,20 reps,143.0,-1393.7007874015746,-1066.6107692307692,20.0,0.16052946109076688,1.225356319115086,0.12898735958693378,-0.15711157570612852,1.0,0.9200242809379748,1.2594646719596394
